YEA_GOV,MON,TAX_TYPE,FORM_CODE,AMT_RCV
"2565","12","001","ภงด2",3874960451.61999999
"2565","12","001","ภงด3",1814505901.74999939
"2565","12","001","ภงด90",158924082.88999998
"2565","12","001","ภงด91",49268013.93999999
"2565","12","001","ภงด93",95292901.05000000
"2565","12","001","ภงด94",841677365.73000000
"2565","12","002","ทป3",294758593.39999999
"2565","12","002","ป2",1000000.00000000
"2565","12","002","ภงด50",1733694408.88999996
"2565","12","002","ภงด51",18961681407.23000000
"2565","12","002","ภงด52",16077590.81000000
"2565","12","002","ภงด53",13496731530.17999831
"2565","12","002","ภงด54",8998804012.34000000
"2565","12","002","ภงด55",35499692.55000000
"2565","12","003","ภงป70",140113596.73000000
"2565","12","005","ทป3",675790511.89999992
"2565","12","005","ภพ30",45069458848.22999969
"2565","12","005","ภพ30.2",22078.32000000
"2565","12","005","ภพ309",587096789.55000000
"2565","12","005","ภพ36",5376694738.66999998
"2565","12","006","ทป3",14660248.40000000
"2565","12","006","ภธ40",2448086056.75999995
"2565","12","007","ทป3",8923026.45000000
"2565","12","007","อส10",77191383.29000000
"2565","12","007","อส10.1",4906053.00000000
"2565","12","007","อส4",507294316.60000000
"2565","12","007","อส4ก",15844905.50000000
"2565","12","007","อส4ข",266557990.54000000
"2565","12","007","อส9",43030876.00000000
"2565","12","009","รบ1",526.50000000
"2565","12","010","รบ1",35.00000000
"2565","12","011","ป2",22926714.01000000
"2565","12","015","รบ1",62829.20000000
"2565","12","070","ทป3",2870.13000000
"2565","12","070","ภม60",36496203.93999998
"2565","12","999","รบ1",5.00000000
