year,Province,Amphone,district,Item,Value,Unit,Source
2567,จังหวัดสิงห์บุรี,พรหมบุรี,พระงาม,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,217,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,พรหมบุรี,พรหมบุรี,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,87,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,พรหมบุรี,บางน้ำเชี่ยว,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,119,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,พรหมบุรี,บ้านหม้อ,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,329,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,พรหมบุรี,บ้านแป้ง,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,137,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,พรหมบุรี,หัวป่า,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,133,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,พรหมบุรี,โรงช้าง,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,129,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,เมืองสิงห์บุรี,บางมัญ,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,336,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,เมืองสิงห์บุรี,โพกรวม,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,346,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,เมืองสิงห์บุรี,ม่วงหมู่,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,70,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,เมืองสิงห์บุรี,หัวไผ่,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,514,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,เมืองสิงห์บุรี,ต้นโพธิ์,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,210,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,เมืองสิงห์บุรี,จักรสีห์,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,234,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,เมืองสิงห์บุรี,บางกระบือ,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,457,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อินทร์บุรี,อินทร์บุรี,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,195,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อินทร์บุรี,ประศุก,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,593,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อินทร์บุรี,ทับยา,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,416,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
