date_receive,province,district,subdistrict,pm25_value,count_hotspot
01 22 2024,ขอนแก่น,น้ำพอง,ม่วงหวาน,44.63658333,7
01 22 2024,ขอนแก่น,ภูผาม่าน,โนนคอม,48.35979167,10
01 22 2024,ขอนแก่น,น้ำพอง,วังชัย,44.02979167,1
01 22 2024,ขอนแก่น,แวงใหญ่,แวงใหญ่,53.44375,1
01 22 2024,ขอนแก่น,โคกโพธิ์ไชย,ซับสมบูรณ์,56.73620833,2
01 22 2024,ขอนแก่น,น้ำพอง,สะอาด,43.09604167,39
01 22 2024,ขอนแก่น,ภูเวียง,ทุ่งชมพู,44.28558333,51
01 22 2024,ขอนแก่น,หนองสองห้อง,วังหิน,50.89425,6
01 22 2024,ขอนแก่น,ชุมแพ,หนองเสาเล้า,47.55379167,5
01 22 2024,ขอนแก่น,ภูเวียง,นาหว้า,44.405125,36
01 22 2024,ขอนแก่น,ชุมแพ,ขัวเรียง,47.92629167,3
01 22 2024,ขอนแก่น,บ้านไผ่,บ้านลาน,48.22095833,1
01 22 2024,ขอนแก่น,เขาสวนกวาง,ดงเมืองแอม,42.03570833,14
01 22 2024,ขอนแก่น,ชุมแพ,ไชยสอ,49.23041667,2
01 22 2024,ขอนแก่น,บ้านฝาง,ป่าหวายนั่ง,45.24341667,5
01 22 2024,ขอนแก่น,อุบลรัตน์,โคกสูง,44.48458333,2
01 22 2024,ขอนแก่น,สีชมพู,วังเพิ่ม,45.42370833,14
01 22 2024,ขอนแก่น,มัญจาคีรี,โพนเพ็ก,48.64645833,10
01 22 2024,ขอนแก่น,สีชมพู,หนองแดง,46.716375,3
01 22 2024,ขอนแก่น,มัญจาคีรี,คำแคน,48.791375,2
01 22 2024,ขอนแก่น,สีชมพู,ภูห่าน,47.02833333,48
01 22 2024,ขอนแก่น,หนองเรือ,กุดกว้าง,48.29195833,14
01 22 2024,มหาสารคาม,เมืองมหาสารคาม,ท่าตูม,37.40275,8
01 22 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เมืองเตา,51.70333333,3
01 22 2024,มหาสารคาม,พยัคฆภูมิพิสัย,ปะหลาน,53.287375,3
01 22 2024,มหาสารคาม,โกสุมพิสัย,แพง,45.270375,1
01 22 2024,มหาสารคาม,นาเชือก,นาเชือก,48.60070833,2
01 22 2024,มหาสารคาม,กุดรัง,นาโพธิ์,46.69929167,1
01 22 2024,มหาสารคาม,เมืองมหาสารคาม,เขวา,38.99245833,8
01 22 2024,มหาสารคาม,พยัคฆภูมิพิสัย,นาสีนวล,48.88254167,1
01 22 2024,มหาสารคาม,พยัคฆภูมิพิสัย,ก้ามปู,51.22625,2
01 22 2024,มหาสารคาม,ยางสีสุราช,นาภู,50.418125,1
01 22 2024,มหาสารคาม,กุดรัง,เลิงแฝก,47.12595833,4
01 22 2024,มหาสารคาม,พยัคฆภูมิพิสัย,หนองบัวแก้ว,50.25941667,2
01 22 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เม็กดำ,53.14970833,3
01 22 2024,มหาสารคาม,โกสุมพิสัย,โพนงาม,45.32225,1
01 22 2024,มหาสารคาม,นาเชือก,หนองกุง,49.45308333,10
01 22 2024,มหาสารคาม,กุดรัง,หนองแวง,47.134125,1
01 22 2024,ร้อยเอ็ด,เกษตรวิสัย,บ้านฝาง,43.95254167,1
01 22 2024,ร้อยเอ็ด,ปทุมรัตต์,โนนสวรรค์,47.64725,1
01 22 2024,ร้อยเอ็ด,จังหาร,ผักแว่น,35.08325,2
01 22 2024,ร้อยเอ็ด,จตุรพักตรพิมาน,ดู่น้อย,41.126875,6
01 22 2024,ร้อยเอ็ด,เกษตรวิสัย,ทุ่งทอง,50.28379167,7
01 22 2024,ร้อยเอ็ด,ปทุมรัตต์,บัวแดง,46.93233333,2
01 22 2024,ร้อยเอ็ด,จังหาร,ดงสิงห์,33.36875,1
01 22 2024,ร้อยเอ็ด,เมืองร้อยเอ็ด,สีแก้ว,33.06066667,1
01 22 2024,ร้อยเอ็ด,เกษตรวิสัย,กำแพง,47.18129167,2
01 22 2024,ร้อยเอ็ด,ปทุมรัตต์,ดอกล้ำ,47.92125,3
01 22 2024,ร้อยเอ็ด,จังหาร,จังหาร,31.31479167,1
01 29 2024,ขอนแก่น,ชุมแพ,นาหนองทุ่ม,22.10229167,46
01 29 2024,ขอนแก่น,ภูผาม่าน,ภูผาม่าน,24.42204167,13
01 31 2024,กาฬสินธุ์,สามชัย,คำสร้างเที่ยง,51.1335,12
01 31 2024,กาฬสินธุ์,สมเด็จ,แซงบาดาล,47.43541667,13
01 31 2024,กาฬสินธุ์,คำม่วง,ดินจี่,45.30091667,12
01 31 2024,กาฬสินธุ์,สามชัย,หนองช้าง,48.65145833,18
01 31 2024,กาฬสินธุ์,สมเด็จ,หนองแวง,53.61166667,10
01 31 2024,กาฬสินธุ์,คำม่วง,นาบอน,48.14283333,7
01 31 2024,กาฬสินธุ์,สามชัย,สำราญ,48.11041667,35
01 31 2024,กาฬสินธุ์,คำม่วง,ทุ่งคลอง,47.24216667,3
01 31 2024,กาฬสินธุ์,คำม่วง,นาทัน,45.52091667,141
01 31 2024,มหาสารคาม,พยัคฆภูมิพิสัย,หนองบัวแก้ว,57.188,5
01 31 2024,มหาสารคาม,พยัคฆภูมิพิสัย,ปะหลาน,57.602125,3
01 31 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เมืองเสือ,57.76554167,1
01 31 2024,มหาสารคาม,พยัคฆภูมิพิสัย,ก้ามปู,57.07595833,3
01 31 2024,มหาสารคาม,เมืองมหาสารคาม,เขวา,54.99883333,7
01 31 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เมืองเตา,57.79379167,6
01 31 2024,ร้อยเอ็ด,เมืองร้อยเอ็ด,สีแก้ว,53.90758333,2
01 31 2024,ร้อยเอ็ด,เกษตรวิสัย,กำแพง,57.03579167,2
01 31 2024,ร้อยเอ็ด,ปทุมรัตต์,สระบัว,56.96125,1
01 31 2024,ร้อยเอ็ด,จังหาร,จังหาร,53.28158333,4
01 31 2024,ร้อยเอ็ด,เกษตรวิสัย,บ้านฝาง,55.78945833,2
01 31 2024,ร้อยเอ็ด,ศรีสมเด็จ,หนองใหญ่,53.08295833,1
01 31 2024,ร้อยเอ็ด,ปทุมรัตต์,บัวแดง,56.27995833,4
01 31 2024,ร้อยเอ็ด,จตุรพักตรพิมาน,ดู่น้อย,55.09408333,19
01 31 2024,ร้อยเอ็ด,เกษตรวิสัย,ทุ่งทอง,57.798125,3
01 31 2024,ร้อยเอ็ด,ปทุมรัตต์,ขี้เหล็ก,56.40716667,1
01 31 2024,ร้อยเอ็ด,จังหาร,ผักแว่น,56.44341667,6
02 07 2024,กาฬสินธุ์,คำม่วง,ทุ่งคลอง,69.13216667,25
02 07 2024,กาฬสินธุ์,ห้วยเม็ก,คำเหมือดแก้ว,75.38125,8
02 07 2024,กาฬสินธุ์,คำม่วง,นาบอน,70.57233333,18
02 07 2024,กาฬสินธุ์,ห้วยเม็ก,ห้วยเม็ก,74.84183333,60
02 07 2024,กาฬสินธุ์,ห้วยเม็ก,กุดโดน,78.401875,22
02 07 2024,กาฬสินธุ์,ท่าคันโท,กุงเก่า,67.37479167,45
02 07 2024,กาฬสินธุ์,ยางตลาด,หนองตอกแป้น,86.26879167,7
02 07 2024,กาฬสินธุ์,ยางตลาด,หัวนาคำ,76.80375,24
02 07 2024,กาฬสินธุ์,ยางตลาด,คลองขาม,84.79420833,4
02 07 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,นาจารย์,86.11633333,2
02 07 2024,กาฬสินธุ์,ยางตลาด,หัวงัว,88.936625,3
02 07 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,ภูปอ,85.16129167,8
02 07 2024,กาฬสินธุ์,ฆ้องชัย,โคกสะอาด,85.268875,6
02 07 2024,กาฬสินธุ์,หนองกุงศรี,ลำหนองแสน,76.1435,1
02 07 2024,กาฬสินธุ์,สามชัย,หนองช้าง,69.82866667,24
02 07 2024,กาฬสินธุ์,หนองกุงศรี,เสาเล้า,80.50383333,1
02 07 2024,กาฬสินธุ์,สมเด็จ,หนองแวง,78.40870833,6
02 07 2024,กาฬสินธุ์,สหัสขันธ์,โนนแหลมทอง,75.882375,1
02 07 2024,กาฬสินธุ์,คำม่วง,เนินยาง,73.14945833,10
02 07 2024,กาฬสินธุ์,ห้วยเม็ก,บึงนาเรียง,77.84325,12
02 07 2024,กาฬสินธุ์,คำม่วง,นาทัน,67.17333333,126
02 07 2024,กาฬสินธุ์,ห้วยเม็ก,หัวหิน,81.12170833,11
02 07 2024,กาฬสินธุ์,ท่าคันโท,ท่าคันโท,66.949375,42
02 07 2024,กาฬสินธุ์,ท่าคันโท,กุดจิก,66.40225,83
02 07 2024,กาฬสินธุ์,ยางตลาด,ดอนสมบูรณ์,91.53125,1
02 07 2024,กาฬสินธุ์,ยางตลาด,ยางตลาด,85.8975,1
02 07 2024,กาฬสินธุ์,ยางตลาด,โนนสูง,76.37429167,23
02 07 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,ขมิ้น,85.89116667,2
02 07 2024,กาฬสินธุ์,ยางตลาด,บัวบาน,90.783875,20
02 07 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,ไผ่,91.38541667,5
02 07 2024,กาฬสินธุ์,กมลาไสย,หลักเมือง,86.92895833,3
02 07 2024,กาฬสินธุ์,หนองกุงศรี,โคกเครือ,72.13258333,28
02 07 2024,กาฬสินธุ์,สามชัย,สำราญ,68.763875,60
02 07 2024,กาฬสินธุ์,หนองกุงศรี,หนองบัว,76.95804167,2
02 07 2024,กาฬสินธุ์,สมเด็จ,หมูม่น,74.50333333,2
02 07 2024,กาฬสินธุ์,สหัสขันธ์,นามะเขือ,79.39920833,3
02 07 2024,กาฬสินธุ์,คำม่วง,ดินจี่,68.24241667,12
02 07 2024,กาฬสินธุ์,ห้วยเม็ก,โนนสะอาด,82.60954167,12
02 07 2024,กาฬสินธุ์,ห้วยเม็ก,คำใหญ่,72.99208333,10
02 07 2024,กาฬสินธุ์,ท่าคันโท,ยางอู้ม,68.74783333,6
02 07 2024,กาฬสินธุ์,ท่าคันโท,นาตาล,68.58183333,58
02 07 2024,กาฬสินธุ์,ยางตลาด,เขาพระนอน,86.12304167,13
02 07 2024,กาฬสินธุ์,ยางตลาด,นาเชือก,86.69079167,1
02 07 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,หนองกุง,91.62554167,5
02 07 2024,กาฬสินธุ์,ยางตลาด,อิตื้อ,79.181125,12
02 07 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,หลุบ,93.33683333,1
02 07 2024,กาฬสินธุ์,ยางตลาด,เว่อ,84.08716667,20
02 07 2024,กาฬสินธุ์,หนองกุงศรี,หนองกุงศรี,76.22879167,18
02 07 2024,กาฬสินธุ์,สามชัย,คำสร้างเที่ยง,73.450875,15
02 07 2024,กาฬสินธุ์,หนองกุงศรี,หนองใหญ่,72.21083333,3
02 07 2024,กาฬสินธุ์,สมเด็จ,แซงบาดาล,70.66508333,4
02 07 2024,กาฬสินธุ์,หนองกุงศรี,ดงมูล,71.942125,26
02 07 2024,ขอนแก่น,โคกโพธิ์ไชย,โพธิ์ไชย,70.665875,14
02 07 2024,ขอนแก่น,บ้านฝาง,ป่าหวายนั่ง,68.834,6
02 07 2024,ขอนแก่น,หนองเรือ,บ้านกง,67.56720833,1
02 07 2024,ขอนแก่น,กระนวน,ห้วยโจด,70.29683333,22
02 07 2024,ขอนแก่น,พล,หนองแวงโสกพระ,63.713,2
02 07 2024,ขอนแก่น,เขาสวนกวาง,โนนสมบูรณ์,63.643,20
02 07 2024,ขอนแก่น,บ้านฝาง,หนองบัว,69.503125,5
02 07 2024,ขอนแก่น,ภูผาม่าน,ห้วยม่วง,57.81904167,70
02 07 2024,ขอนแก่น,กระนวน,บ้านฝาง,68.45295833,19
02 07 2024,ขอนแก่น,พล,เมืองพล,64.04925,2
02 07 2024,ขอนแก่น,เขาสวนกวาง,นางิ้ว,64.342125,33
02 07 2024,ขอนแก่น,สีชมพู,วังเพิ่ม,61.0535,7
02 07 2024,ขอนแก่น,ภูผาม่าน,นาฝาย,58.9125,1
02 07 2024,ขอนแก่น,กระนวน,หนองโก,69.80829167,29
02 07 2024,ขอนแก่น,เวียงเก่า,ในเมือง,61.70141667,11
02 07 2024,ขอนแก่น,สีชมพู,หนองแดง,60.96179167,28
02 07 2024,ขอนแก่น,โนนศิลา,บ้านหัน,65.03845833,1
02 07 2024,ขอนแก่น,ซำสูง,กระนวน,72.13304167,13
02 07 2024,ขอนแก่น,สีชมพู,นาจาน,61.043875,15
02 07 2024,ขอนแก่น,แวงใหญ่,คอนฉิม,67.33633333,1
02 07 2024,ขอนแก่น,ชุมแพ,นาหนองทุ่ม,58.55875,110
02 07 2024,ขอนแก่น,อุบลรัตน์,ศรีสุขสำราญ,64.24429167,19
02 07 2024,ขอนแก่น,พระยืน,บ้านโต้น,72.071125,15
02 07 2024,ขอนแก่น,ภูเวียง,บ้านเรือ,63.854375,3
02 07 2024,ขอนแก่น,ชุมแพ,โนนสะอาด,61.36583333,1
02 07 2024,ขอนแก่น,อุบลรัตน์,บ้านดง,66.02479167,11
02 07 2024,ขอนแก่น,หนองสองห้อง,ตะกั่วป่า,61.08495833,1
02 07 2024,ขอนแก่น,เมืองขอนแก่น,เมืองเก่า,74.88233333,3
02 07 2024,ขอนแก่น,ภูเวียง,หว้าทอง,64.31504167,2
02 07 2024,ขอนแก่น,ชุมแพ,หนองไผ่,61.95041667,4
02 07 2024,ขอนแก่น,มัญจาคีรี,โพนเพ็ก,67.71154167,67
02 07 2024,ขอนแก่น,พระยืน,พระบุ,70.86820833,6
02 07 2024,ขอนแก่น,หนองสองห้อง,ดอนดู่,62.60833333,2
02 07 2024,ขอนแก่น,เมืองขอนแก่น,บ้านทุ่ม,73.56808333,3
02 07 2024,ขอนแก่น,ภูเวียง,ดินดำ,63.91491667,3
02 07 2024,ขอนแก่น,ชุมแพ,ชุมแพ,62.55925,1
02 07 2024,ขอนแก่น,มัญจาคีรี,กุดเค้า,67.61354167,11
02 07 2024,ขอนแก่น,น้ำพอง,กุดน้ำใส,69.035875,2
02 07 2024,ขอนแก่น,เมืองขอนแก่น,บ้านค้อ,72.591125,12
02 07 2024,ขอนแก่น,บ้านไผ่,หินตั้ง,66.04966667,1
02 07 2024,ขอนแก่น,ชนบท,วังแสง,68.08525,9
02 07 2024,ขอนแก่น,มัญจาคีรี,คำแคน,66.83779167,30
02 07 2024,ขอนแก่น,น้ำพอง,บัวใหญ่,71.75904167,2
02 07 2024,ขอนแก่น,หนองสองห้อง,สำโรง,63.50845833,7
02 07 2024,ขอนแก่น,เมืองขอนแก่น,ท่าพระ,73.819125,7
02 07 2024,ขอนแก่น,บ้านไผ่,ป่าปอ,64.605375,3
02 07 2024,ขอนแก่น,หนองเรือ,บ้านเม็ง,66.007125,2
02 07 2024,ขอนแก่น,น้ำพอง,วังชัย,69.60025,8
02 07 2024,ขอนแก่น,แวงน้อย,ก้านเหลือง,68.5055,2
02 07 2024,ขอนแก่น,เมืองขอนแก่น,สำราญ,74.34058333,12
02 07 2024,ขอนแก่น,บ้านแฮด,หนองแซง,69.62433333,3
02 07 2024,ขอนแก่น,หนองเรือ,โนนทัน,64.392375,5
02 07 2024,ขอนแก่น,น้ำพอง,สะอาด,66.83204167,47
02 07 2024,ขอนแก่น,แวงน้อย,ละหานนา,74.38975,1
02 07 2024,ขอนแก่น,โคกโพธิ์ไชย,บ้านโคก,69.46625,14
02 07 2024,ขอนแก่น,บ้านฝาง,บ้านเหล่า,71.63345833,2
02 07 2024,ขอนแก่น,หนองเรือ,ยางคำ,67.44408333,2
02 07 2024,ขอนแก่น,กระนวน,ห้วยยาง,66.71833333,48
02 07 2024,ขอนแก่น,พล,หนองมะเขือ,65.375375,1
02 07 2024,ขอนแก่น,เขาสวนกวาง,เขาสวนกวาง,65.772375,6
02 07 2024,ขอนแก่น,บ้านฝาง,บ้านฝาง,70.99095833,6
02 07 2024,ขอนแก่น,ภูผาม่าน,ภูผาม่าน,59.21541667,62
02 07 2024,ขอนแก่น,กระนวน,น้ำอ้อม,71.149625,13
02 07 2024,ขอนแก่น,พล,โนนข่า,64.56958333,1
02 07 2024,ขอนแก่น,เขาสวนกวาง,คำม่วง,66.39379167,60
02 07 2024,ขอนแก่น,สีชมพู,บ้านใหม่,59.81591667,54
02 07 2024,ขอนแก่น,โนนศิลา,เปือยใหญ่,66.404625,5
02 07 2024,ขอนแก่น,กระนวน,ดูนสาด,68.23758333,15
02 07 2024,ขอนแก่น,เปือยน้อย,ขามป้อม,64.619125,1
02 07 2024,ขอนแก่น,สีชมพู,ศรีสุข,60.69875,9
02 07 2024,ขอนแก่น,แวงใหญ่,โนนสะอาด,70.51883333,13
02 07 2024,ขอนแก่น,ซำสูง,คำแมด,72.03166667,30
02 07 2024,ขอนแก่น,สีชมพู,ดงลาน,59.64708333,31
02 07 2024,ขอนแก่น,ภูเวียง,หนองกุงธนสาร,64.64391667,13
02 07 2024,ขอนแก่น,ชุมแพ,หนองเขียด,60.456125,22
02 07 2024,ขอนแก่น,อุบลรัตน์,ทุ่งโป่ง,67.05791667,1
02 07 2024,ขอนแก่น,พระยืน,หนองแวง,73.165625,17
02 07 2024,ขอนแก่น,ภูเวียง,นาชุมแสง,63.64583333,15
02 07 2024,ขอนแก่น,ชุมแพ,ขัวเรียง,62.37425,25
02 07 2024,ขอนแก่น,อุบลรัตน์,นาคำ,64.92616667,6
02 07 2024,ขอนแก่น,หนองสองห้อง,โนนธาตุ,62.034875,2
02 07 2024,ขอนแก่น,เมืองขอนแก่น,บ้านเป็ด,74.92125,4
02 07 2024,ขอนแก่น,ภูเวียง,สงเปือย,63.92158333,1
02 07 2024,ขอนแก่น,ชุมแพ,โนนหัน,61.247875,2
02 07 2024,ขอนแก่น,มัญจาคีรี,หนองแปน,68.03829167,53
02 07 2024,ขอนแก่น,น้ำพอง,ท่ากระเสริม,72.68579167,9
02 07 2024,ขอนแก่น,หนองสองห้อง,ดงเค็ง,60.67454167,11
02 07 2024,ขอนแก่น,เมืองขอนแก่น,โนนท่อน,73.1165,13
02 07 2024,ขอนแก่น,บ้านไผ่,เมืองเพีย,67.647375,4
02 07 2024,ขอนแก่น,ชนบท,กุดเพียขอม,66.68395833,2
02 07 2024,ขอนแก่น,มัญจาคีรี,นางาม,67.36729167,46
02 07 2024,ขอนแก่น,น้ำพอง,หนองกุง,69.732625,87
02 07 2024,ขอนแก่น,เมืองขอนแก่น,ดอนช้าง,74.37670833,11
02 07 2024,ขอนแก่น,บ้านไผ่,หัวหนอง,66.79316667,3
02 07 2024,ขอนแก่น,ชนบท,ชนบท,67.06008333,6
02 07 2024,ขอนแก่น,หนองเรือ,โนนสะอาด,63.78720833,10
02 07 2024,ขอนแก่น,น้ำพอง,บัวเงิน,68.12570833,100
02 07 2024,ขอนแก่น,แวงใหญ่,ใหม่นาเพียง,68.03433333,20
02 07 2024,ขอนแก่น,เมืองขอนแก่น,ดอนหัน,74.36716667,9
02 07 2024,ขอนแก่น,บ้านแฮด,โนนสมบูรณ์,71.90525,2
02 07 2024,ขอนแก่น,หนองเรือ,กุดกว้าง,64.86816667,21
02 07 2024,ขอนแก่น,น้ำพอง,พังทุย,68.120125,53
02 07 2024,ขอนแก่น,แวงน้อย,ท่านางแนว,74.01741667,2
02 07 2024,ขอนแก่น,โคกโพธิ์ไชย,ซับสมบูรณ์,71.47404167,13
02 07 2024,ขอนแก่น,บ้านแฮด,บ้านแฮด,70.536375,2
02 07 2024,ขอนแก่น,หนองเรือ,โนนทอง,65.03175,12
02 07 2024,ขอนแก่น,กระนวน,หนองกุงใหญ่,71.14716667,92
02 07 2024,ขอนแก่น,แวงน้อย,ท่าวัด,71.24141667,1
02 07 2024,ขอนแก่น,โคกโพธิ์ไชย,นาแพง,68.404,13
02 07 2024,ขอนแก่น,บ้านฝาง,โนนฆ้อง,69.50108333,1
02 07 2024,ขอนแก่น,หนองนาคำ,ขนวน,63.38466667,1
02 07 2024,ขอนแก่น,กระนวน,หัวนาคำ,67.18991667,40
02 07 2024,ขอนแก่น,พล,โคกสง่า,67.27604167,7
02 07 2024,ขอนแก่น,เขาสวนกวาง,ดงเมืองแอม,65.52158333,19
02 07 2024,ขอนแก่น,บ้านฝาง,โคกงาม,68.34379167,11
02 07 2024,ขอนแก่น,ภูผาม่าน,โนนคอม,60.188375,16
02 07 2024,ขอนแก่น,กระนวน,หนองโน,69.189375,38
02 07 2024,ขอนแก่น,เวียงเก่า,เมืองเก่าพัฒนา,62.13195833,2
02 07 2024,ขอนแก่น,สีชมพู,บริบูรณ์,59.743875,9
02 07 2024,ขอนแก่น,โนนศิลา,โนนศิลา,65.40245833,2
02 07 2024,ขอนแก่น,ซำสูง,ห้วยเตย,71.92104167,37
02 07 2024,ขอนแก่น,อุบลรัตน์,เขื่อนอุบลรัตน์,66.62516667,6
02 07 2024,ขอนแก่น,สีชมพู,ภูห่าน,59.73,17
02 07 2024,ขอนแก่น,แวงใหญ่,แวงใหญ่,66.88645833,1
02 07 2024,ขอนแก่น,ชุมแพ,หนองเสาเล้า,63.38133333,13
02 07 2024,ขอนแก่น,สีชมพู,ซำยาง,60.46879167,19
02 07 2024,ขอนแก่น,ภูเวียง,กุดขอนแก่น,66.350875,22
02 07 2024,ขอนแก่น,ชุมแพ,วังหินลาด,61.27983333,4
02 07 2024,ขอนแก่น,อุบลรัตน์,โคกสูง,68.37775,3
02 07 2024,ขอนแก่น,พระยืน,พระยืน,69.95475,15
02 07 2024,ขอนแก่น,หนองสองห้อง,หนองสองห้อง,61.65929167,28
02 07 2024,ขอนแก่น,ภูเวียง,ทุ่งชมพู,64.755125,6
02 07 2024,ขอนแก่น,ชุมแพ,โนนอุดม,63.39145833,7
02 07 2024,ขอนแก่น,มัญจาคีรี,สวนหม่อน,67.384875,18
02 07 2024,ขอนแก่น,หนองสองห้อง,วังหิน,64.02241667,4
02 07 2024,ขอนแก่น,เมืองขอนแก่น,บ้านหว้า,73.78883333,11
02 07 2024,ขอนแก่น,ภูเวียง,นาหว้า,65.56083333,24
02 07 2024,ขอนแก่น,ชุมแพ,ไชยสอ,63.0395,2
02 07 2024,ขอนแก่น,มัญจาคีรี,ท่าศาลา,68.74195833,3
02 07 2024,ขอนแก่น,น้ำพอง,ม่วงหวาน,70.530375,27
02 07 2024,ขอนแก่น,หนองสองห้อง,คึมชาด,63.00820833,9
02 07 2024,ขอนแก่น,เมืองขอนแก่น,แดงใหญ่,74.35204167,3
02 07 2024,ขอนแก่น,บ้านไผ่,ในเมือง,67.326375,4
02 07 2024,ขอนแก่น,ชนบท,โนนพะยอม,67.17641667,8
02 07 2024,ขอนแก่น,มัญจาคีรี,นาข่า,67.52008333,1
02 07 2024,ขอนแก่น,น้ำพอง,บ้านขาม,73.33195833,9
02 07 2024,ขอนแก่น,เมืองขอนแก่น,สาวะถี,72.06820833,6
02 07 2024,ขอนแก่น,บ้านไผ่,ภูเหล็ก,67.96304167,8
02 07 2024,ขอนแก่น,หนองเรือ,หนองเรือ,66.03875,10
02 07 2024,ขอนแก่น,น้ำพอง,ทรายมูล,70.7575,25
02 07 2024,ขอนแก่น,แวงใหญ่,โนนทอง,71.933125,22
02 07 2024,ขอนแก่น,เมืองขอนแก่น,โคกสี,74.42858333,2
02 07 2024,ขอนแก่น,บ้านแฮด,โคกสำราญ,69.30604167,1
02 07 2024,ขอนแก่น,หนองเรือ,บ้านผือ,67.77791667,6
02 07 2024,ขอนแก่น,น้ำพอง,น้ำพอง,67.90258333,73
02 07 2024,ขอนแก่น,แวงน้อย,แวงน้อย,69.73516667,2
02 07 2024,มหาสารคาม,ชื่นชม,ชื่นชม,73.15829167,28
02 07 2024,มหาสารคาม,โกสุมพิสัย,แพง,72.13033333,14
02 07 2024,มหาสารคาม,บรบือ,หนองคูขาด,64.97058333,1
02 07 2024,มหาสารคาม,กันทรวิชัย,ขามเฒ่าพัฒนา,79.16116667,2
02 07 2024,มหาสารคาม,บรบือ,วังใหม่,66.584625,2
02 07 2024,มหาสารคาม,กันทรวิชัย,นาสีนวน,74.94925,4
02 07 2024,มหาสารคาม,บรบือ,ยาง,65.948625,1
02 07 2024,มหาสารคาม,เชียงยืน,เสือเฒ่า,73.309875,14
02 07 2024,มหาสารคาม,เชียงยืน,ดอนเงิน,74.29075,2
02 07 2024,มหาสารคาม,วาปีปทุม,โพธิ์ชัย,64.06658333,1
02 07 2024,มหาสารคาม,พยัคฆภูมิพิสัย,หนองบัวแก้ว,60.22545833,15
02 07 2024,มหาสารคาม,วาปีปทุม,ขามป้อม,67.00891667,5
02 07 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เวียงชัย,59.58020833,3
02 07 2024,มหาสารคาม,วาปีปทุม,แคน,65.900375,2
02 07 2024,มหาสารคาม,พยัคฆภูมิพิสัย,นาสีนวล,60.849375,1
02 07 2024,มหาสารคาม,นาเชือก,หนองเม็ก,62.22791667,4
02 07 2024,มหาสารคาม,พยัคฆภูมิพิสัย,ก้ามปู,59.93983333,9
